1073741824,1048576,NONE,sequential_read,8192,33554432,0.095897,349900747.677195,85424.987226
1073741824,1048576,NONE,sequential_read,8192,33554432,0.093189,360068591.786584,87907.371042
1073741824,1048576,NONE,sequential_read,8192,33554432,0.094045,356791238.237014,87107.235898
1073741824,1048576,NONE,sequential_read,8192,33554432,0.094327,355724575.148155,86846.820105
1073741824,1048576,NONE,sequential_read,8192,33554432,0.095688,350664994.565672,85611.570939
1073741824,1048576,NONE,sequential_read,8192,33554432,0.093663,358246393.986953,87462.498532
1073741824,1048576,NONE,sequential_read,8192,33554432,0.095576,351075918.640663,85711.894199
1073741824,1048576,NONE,sequential_read,8192,33554432,0.095752,350430612.415406,85554.348734
1073741824,1048576,NONE,sequential_read,8192,33554432,0.096522,347635067.652970,84871.842689
1073741824,1048576,NONE,sequential_read,8192,33554432,0.094560,354848054.145516,86632.825719
1073741824,1048576,NONE,sequential_read,8192,33554432,0.094133,356457692.838856,87025.803916
1073741824,1048576,NONE,sequential_read,8192,33554432,0.094201,356200380.038428,86962.983408
1073741824,1048576,NONE,sequential_read,8192,33554432,0.093385,359312866.091985,87722.867698
1073741824,1048576,NONE,sequential_read,8192,33554432,0.093541,358713633.593825,87576.570702
1073741824,1048576,NONE,sequential_read,8192,33554432,0.094255,355996307.888176,86913.161106
1073741824,1048576,NONE,sequential_read,8192,33554432,0.096445,347912613.406605,84939.602882
1073741824,1048576,NONE,sequential_read,8192,33554432,0.094266,355954766.299620,86903.019116
1073741824,1048576,NONE,sequential_read,8192,33554432,0.095708,350591716.470932,85593.680779
1073741824,1048576,NONE,sequential_read,8192,33554432,0.096102,349154356.829202,85242.762898
1073741824,1048576,NONE,sequential_read,8192,33554432,0.093658,358265519.229537,87467.167781
1073741824,1048576,NONE,sequential_read,8192,33554432,0.094235,356071862.895952,86931.607152
1073741824,1048576,NONE,sequential_read,8192,33554432,0.093862,357486863.693507,87277.066331
1073741824,1048576,NONE,sequential_read,8192,33554432,0.094557,354859312.372431,86635.574310
1073741824,1048576,NONE,sequential_read,8192,33554432,0.096096,349176157.176157,85248.085248
1073741824,1048576,NONE,sequential_read,8192,33554432,0.094741,354170126.977760,86467.316157
1073741824,1048576,NONE,sequential_read,8192,33554432,0.094001,356958245.125052,87148.009064
1073741824,1048576,NONE,sequential_read,8192,33554432,0.093596,358502842.001795,87525.107911
1073741824,1048576,NONE,sequential_read,8192,33554432,0.101391,330940931.640875,80796.125889
